provinsi,jenis,daerah,tahun,gk,ump,peng,upah,gk_category,income_to_expense_ratio,poverty_to_income_ratio,Cluster
ACEH,MAKANAN,PERDESAAN,2015,297479.0,1900000.0,996300.0,11226,Rendah,1.907056107598113,0.1565678947368421,1
ACEH,MAKANAN,PERDESAAN,2015,297479.0,1900000.0,415354.0,11226,Rendah,4.5744112251236295,0.1565678947368421,1
ACEH,MAKANAN,PERDESAAN,2015,297479.0,1900000.0,336764.0,11226,Rendah,5.641933223266145,0.1565678947368421,1
ACEH,MAKANAN,PERDESAAN,2015,297479.0,1900000.0,752118.0,11226,Rendah,2.5261993463791588,0.1565678947368421,1
ACEH,MAKANAN,PERDESAAN,2015,306737.0,1900000.0,395136.0,11226,Sedang,4.808471007450599,0.16144052631578948,1
ACEH,MAKANAN,PERDESAAN,2015,306737.0,1900000.0,260183.0,11226,Sedang,7.302552434248202,0.16144052631578948,1
ACEH,MAKANAN,PERDESAAN,2015,306737.0,1900000.0,655319.0,11226,Sedang,2.8993513082941287,0.16144052631578948,1
ACEH,MAKANAN,PERDESAAN,2015,306737.0,1900000.0,466355.0,11226,Sedang,4.074149521287431,0.16144052631578948,1
ACEH,MAKANAN,PERDESAAN,2015,306737.0,1900000.0,529945.0,11226,Sedang,3.5852777174989856,0.16144052631578948,1
ACEH,MAKANAN,PERDESAAN,2015,306737.0,1900000.0,996300.0,11226,Sedang,1.907056107598113,0.16144052631578948,1
ACEH,MAKANAN,PERDESAAN,2015,306737.0,1900000.0,415354.0,11226,Sedang,4.5744112251236295,0.16144052631578948,1
ACEH,MAKANAN,PERDESAAN,2015,306737.0,1900000.0,336764.0,11226,Sedang,5.641933223266145,0.16144052631578948,1
ACEH,MAKANAN,PERDESAAN,2015,306737.0,1900000.0,752118.0,11226,Sedang,2.5261993463791588,0.16144052631578948,1
ACEH,NONMAKANAN,PERKOTAAN,2015,116717.0,1900000.0,395136.0,11226,Rendah,4.808471007450599,0.06143,0
ACEH,NONMAKANAN,PERKOTAAN,2015,116717.0,1900000.0,260183.0,11226,Rendah,7.302552434248202,0.06143,0
ACEH,NONMAKANAN,PERKOTAAN,2015,116717.0,1900000.0,655319.0,11226,Rendah,2.8993513082941287,0.06143,0
ACEH,NONMAKANAN,PERKOTAAN,2015,116717.0,1900000.0,466355.0,11226,Rendah,4.074149521287431,0.06143,0
ACEH,NONMAKANAN,PERKOTAAN,2015,116717.0,1900000.0,529945.0,11226,Rendah,3.5852777174989856,0.06143,0
ACEH,NONMAKANAN,PERKOTAAN,2015,116717.0,1900000.0,996300.0,11226,Rendah,1.907056107598113,0.06143,0
ACEH,NONMAKANAN,PERKOTAAN,2015,116717.0,1900000.0,415354.0,11226,Rendah,4.5744112251236295,0.06143,0
ACEH,NONMAKANAN,PERKOTAAN,2015,116717.0,1900000.0,336764.0,11226,Rendah,5.641933223266145,0.06143,0
ACEH,NONMAKANAN,PERKOTAAN,2015,116717.0,1900000.0,752118.0,11226,Rendah,2.5261993463791588,0.06143,0
ACEH,NONMAKANAN,PERKOTAAN,2015,118196.0,1900000.0,395136.0,11226,Rendah,4.808471007450599,0.06220842105263158,0
ACEH,NONMAKANAN,PERKOTAAN,2015,118196.0,1900000.0,260183.0,11226,Rendah,7.302552434248202,0.06220842105263158,0
ACEH,NONMAKANAN,PERKOTAAN,2015,118196.0,1900000.0,655319.0,11226,Rendah,2.8993513082941287,0.06220842105263158,0
ACEH,NONMAKANAN,PERKOTAAN,2015,118196.0,1900000.0,466355.0,11226,Rendah,4.074149521287431,0.06220842105263158,0
ACEH,NONMAKANAN,PERKOTAAN,2015,118196.0,1900000.0,529945.0,11226,Rendah,3.5852777174989856,0.06220842105263158,0
ACEH,NONMAKANAN,PERKOTAAN,2015,118196.0,1900000.0,996300.0,11226,Rendah,1.907056107598113,0.06220842105263158,0
ACEH,NONMAKANAN,PERKOTAAN,2015,118196.0,1900000.0,415354.0,11226,Rendah,4.5744112251236295,0.06220842105263158,0
ACEH,NONMAKANAN,PERKOTAAN,2015,118196.0,1900000.0,336764.0,11226,Rendah,5.641933223266145,0.06220842105263158,0
ACEH,NONMAKANAN,PERKOTAAN,2015,118196.0,1900000.0,752118.0,11226,Rendah,2.5261993463791588,0.06220842105263158,0
ACEH,NONMAKANAN,PERDESAAN,2015,84638.0,1900000.0,395136.0,11226,Rendah,4.808471007450599,0.044546315789473684,0
ACEH,NONMAKANAN,PERDESAAN,2015,84638.0,1900000.0,260183.0,11226,Rendah,7.302552434248202,0.044546315789473684,0
ACEH,NONMAKANAN,PERDESAAN,2015,84638.0,1900000.0,655319.0,11226,Rendah,2.8993513082941287,0.044546315789473684,0
ACEH,NONMAKANAN,PERDESAAN,2015,84638.0,1900000.0,466355.0,11226,Rendah,4.074149521287431,0.044546315789473684,0
ACEH,NONMAKANAN,PERDESAAN,2015,84638.0,1900000.0,529945.0,11226,Rendah,3.5852777174989856,0.044546315789473684,0
ACEH,NONMAKANAN,PERDESAAN,2015,84638.0,1900000.0,996300.0,11226,Rendah,1.907056107598113,0.044546315789473684,0
ACEH,NONMAKANAN,PERDESAAN,2015,84638.0,1900000.0,415354.0,11226,Rendah,4.5744112251236295,0.044546315789473684,0
ACEH,NONMAKANAN,PERDESAAN,2015,84638.0,1900000.0,336764.0,11226,Rendah,5.641933223266145,0.044546315789473684,0
ACEH,NONMAKANAN,PERDESAAN,2015,84638.0,1900000.0,752118.0,11226,Rendah,2.5261993463791588,0.044546315789473684,0
ACEH,NONMAKANAN,PERDESAAN,2015,87682.0,1900000.0,395136.0,11226,Rendah,4.808471007450599,0.04614842105263158,0
ACEH,NONMAKANAN,PERDESAAN,2015,87682.0,1900000.0,260183.0,11226,Rendah,7.302552434248202,0.04614842105263158,0
ACEH,NONMAKANAN,PERDESAAN,2015,87682.0,1900000.0,655319.0,11226,Rendah,2.8993513082941287,0.04614842105263158,0
ACEH,NONMAKANAN,PERDESAAN,2015,87682.0,1900000.0,466355.0,11226,Rendah,4.074149521287431,0.04614842105263158,0
ACEH,NONMAKANAN,PERDESAAN,2015,87682.0,1900000.0,529945.0,11226,Rendah,3.5852777174989856,0.04614842105263158,0
ACEH,NONMAKANAN,PERDESAAN,2015,87682.0,1900000.0,996300.0,11226,Rendah,1.907056107598113,0.04614842105263158,0
ACEH,NONMAKANAN,PERDESAAN,2015,87682.0,1900000.0,415354.0,11226,Rendah,4.5744112251236295,0.04614842105263158,0
ACEH,NONMAKANAN,PERDESAAN,2015,87682.0,1900000.0,336764.0,11226,Rendah,5.641933223266145,0.04614842105263158,0
ACEH,NONMAKANAN,PERDESAAN,2015,87682.0,1900000.0,752118.0,11226,Rendah,2.5261993463791588,0.04614842105263158,0
ACEH,MAKANAN,PERKOTAAN,2016,306243.0,2118500.0,412251.0,13627,Sedang,5.138859578266638,0.1445565258437574,1
ACEH,MAKANAN,PERKOTAAN,2016,306243.0,2118500.0,272829.0,13627,Sedang,7.7649370118279215,0.1445565258437574,1
ACEH,MAKANAN,PERKOTAAN,2016,306243.0,2118500.0,685080.0,13627,Sedang,3.092339580778887,0.1445565258437574,1
ACEH,MAKANAN,PERKOTAAN,2016,306243.0,2118500.0,548853.0,13627,Sedang,3.859867760584346,0.1445565258437574,1
ACEH,MAKANAN,PERKOTAAN,2016,306243.0,2118500.0,559492.0,13627,Sedang,3.7864705840297983,0.1445565258437574,1
ACEH,MAKANAN,PERKOTAAN,2016,306243.0,2118500.0,1108346.0,13627,Sedang,1.9114067267802655,0.1445565258437574,1
ACEH,MAKANAN,PERKOTAAN,2016,306243.0,2118500.0,451952.0,13627,Sedang,4.687444684391263,0.1445565258437574,1
ACEH,MAKANAN,PERKOTAAN,2016,306243.0,2118500.0,356142.0,13627,Sedang,5.94846999230644,0.1445565258437574,1
ACEH,MAKANAN,PERKOTAAN,2016,306243.0,2118500.0,808094.0,13627,Sedang,2.6216009523644526,0.1445565258437574,1
ACEH,MAKANAN,PERKOTAAN,2016,319768.0,2118500.0,412251.0,13627,Sedang,5.138859578266638,0.15094075997167808,1
ACEH,MAKANAN,PERKOTAAN,2016,319768.0,2118500.0,272829.0,13627,Sedang,7.7649370118279215,0.15094075997167808,1
ACEH,MAKANAN,PERKOTAAN,2016,319768.0,2118500.0,685080.0,13627,Sedang,3.092339580778887,0.15094075997167808,1
ACEH,MAKANAN,PERKOTAAN,2016,319768.0,2118500.0,548853.0,13627,Sedang,3.859867760584346,0.15094075997167808,1
ACEH,MAKANAN,PERKOTAAN,2016,319768.0,2118500.0,559492.0,13627,Sedang,3.7864705840297983,0.15094075997167808,1
ACEH,MAKANAN,PERKOTAAN,2016,319768.0,2118500.0,1108346.0,13627,Sedang,1.9114067267802655,0.15094075997167808,1
ACEH,MAKANAN,PERKOTAAN,2016,319768.0,2118500.0,451952.0,13627,Sedang,4.687444684391263,0.15094075997167808,1
ACEH,MAKANAN,PERKOTAAN,2016,319768.0,2118500.0,356142.0,13627,Sedang,5.94846999230644,0.15094075997167808,1
ACEH,MAKANAN,PERKOTAAN,2016,319768.0,2118500.0,808094.0,13627,Sedang,2.6216009523644526,0.15094075997167808,1
ACEH,MAKANAN,PERDESAAN,2016,315697.0,2118500.0,412251.0,13627,Sedang,5.138859578266638,0.1490191172999764,1
ACEH,MAKANAN,PERDESAAN,2016,315697.0,2118500.0,272829.0,13627,Sedang,7.7649370118279215,0.1490191172999764,1
ACEH,MAKANAN,PERDESAAN,2016,315697.0,2118500.0,685080.0,13627,Sedang,3.092339580778887,0.1490191172999764,1
ACEH,MAKANAN,PERDESAAN,2016,315697.0,2118500.0,548853.0,13627,Sedang,3.859867760584346,0.1490191172999764,1
ACEH,MAKANAN,PERDESAAN,2016,315697.0,2118500.0,559492.0,13627,Sedang,3.7864705840297983,0.1490191172999764,1
ACEH,MAKANAN,PERDESAAN,2016,315697.0,2118500.0,1108346.0,13627,Sedang,1.9114067267802655,0.1490191172999764,1
ACEH,MAKANAN,PERDESAAN,2016,315697.0,2118500.0,451952.0,13627,Sedang,4.687444684391263,0.1490191172999764,1
ACEH,MAKANAN,PERDESAAN,2016,315697.0,2118500.0,356142.0,13627,Sedang,5.94846999230644,0.1490191172999764,1
ACEH,MAKANAN,PERDESAAN,2016,315697.0,2118500.0,808094.0,13627,Sedang,2.6216009523644526,0.1490191172999764,1
ACEH,MAKANAN,PERDESAAN,2016,324854.0,2118500.0,412251.0,13627,Sedang,5.138859578266638,0.15334151522303516,1
ACEH,MAKANAN,PERDESAAN,2016,324854.0,2118500.0,272829.0,13627,Sedang,7.7649370118279215,0.15334151522303516,1
ACEH,MAKANAN,PERDESAAN,2016,324854.0,2118500.0,685080.0,13627,Sedang,3.092339580778887,0.15334151522303516,1
ACEH,MAKANAN,PERDESAAN,2016,324854.0,2118500.0,548853.0,13627,Sedang,3.859867760584346,0.15334151522303516,1
ACEH,MAKANAN,PERDESAAN,2016,324854.0,2118500.0,559492.0,13627,Sedang,3.7864705840297983,0.15334151522303516,1
ACEH,MAKANAN,PERDESAAN,2016,324854.0,2118500.0,1108346.0,13627,Sedang,1.9114067267802655,0.15334151522303516,1
ACEH,MAKANAN,PERDESAAN,2016,324854.0,2118500.0,451952.0,13627,Sedang,4.687444684391263,0.15334151522303516,1
ACEH,MAKANAN,PERDESAAN,2016,324854.0,2118500.0,356142.0,13627,Sedang,5.94846999230644,0.15334151522303516,1
ACEH,MAKANAN,PERDESAAN,2016,324854.0,2118500.0,808094.0,13627,Sedang,2.6216009523644526,0.15334151522303516,1
ACEH,NONMAKANAN,PERKOTAAN,2016,121727.0,2118500.0,412251.0,13627,Rendah,5.138859578266638,0.05745905121548265,0
ACEH,NONMAKANAN,PERKOTAAN,2016,121727.0,2118500.0,272829.0,13627,Rendah,7.7649370118279215,0.05745905121548265,0
ACEH,NONMAKANAN,PERKOTAAN,2016,121727.0,2118500.0,685080.0,13627,Rendah,3.092339580778887,0.05745905121548265,0
ACEH,NONMAKANAN,PERKOTAAN,2016,121727.0,2118500.0,548853.0,13627,Rendah,3.859867760584346,0.05745905121548265,0
ACEH,NONMAKANAN,PERKOTAAN,2016,121727.0,2118500.0,559492.0,13627,Rendah,3.7864705840297983,0.05745905121548265,0
ACEH,NONMAKANAN,PERKOTAAN,2016,121727.0,2118500.0,1108346.0,13627,Rendah,1.9114067267802655,0.05745905121548265,0
ACEH,NONMAKANAN,PERKOTAAN,2016,121727.0,2118500.0,451952.0,13627,Rendah,4.687444684391263,0.05745905121548265,0
ACEH,NONMAKANAN,PERKOTAAN,2016,121727.0,2118500.0,356142.0,13627,Rendah,5.94846999230644,0.05745905121548265,0
ACEH,NONMAKANAN,PERKOTAAN,2016,121727.0,2118500.0,808094.0,13627,Rendah,2.6216009523644526,0.05745905121548265,0
ACEH,NONMAKANAN,PERKOTAAN,2016,125719.0,2118500.0,412251.0,13627,Rendah,5.138859578266638,0.0593434033514279,0
ACEH,NONMAKANAN,PERKOTAAN,2016,125719.0,2118500.0,272829.0,13627,Rendah,7.7649370118279215,0.0593434033514279,0
ACEH,NONMAKANAN,PERKOTAAN,2016,125719.0,2118500.0,685080.0,13627,Rendah,3.092339580778887,0.0593434033514279,0
ACEH,NONMAKANAN,PERKOTAAN,2016,125719.0,2118500.0,548853.0,13627,Rendah,3.859867760584346,0.0593434033514279,0
ACEH,NONMAKANAN,PERKOTAAN,2016,125719.0,2118500.0,559492.0,13627,Rendah,3.7864705840297983,0.0593434033514279,0
ACEH,NONMAKANAN,PERKOTAAN,2016,125719.0,2118500.0,1108346.0,13627,Rendah,1.9114067267802655,0.0593434033514279,0
ACEH,NONMAKANAN,PERKOTAAN,2016,125719.0,2118500.0,451952.0,13627,Rendah,4.687444684391263,0.0593434033514279,0
ACEH,NONMAKANAN,PERKOTAAN,2016,125719.0,2118500.0,356142.0,13627,Rendah,5.94846999230644,0.0593434033514279,0
ACEH,NONMAKANAN,PERKOTAAN,2016,125719.0,2118500.0,808094.0,13627,Rendah,2.6216009523644526,0.0593434033514279,0
ACEH,NONMAKANAN,PERDESAAN,2016,88288.0,2118500.0,412251.0,13627,Rendah,5.138859578266638,0.041674769884352134,0
ACEH,NONMAKANAN,PERDESAAN,2016,88288.0,2118500.0,272829.0,13627,Rendah,7.7649370118279215,0.041674769884352134,0
ACEH,NONMAKANAN,PERDESAAN,2016,88288.0,2118500.0,685080.0,13627,Rendah,3.092339580778887,0.041674769884352134,0
ACEH,NONMAKANAN,PERDESAAN,2016,88288.0,2118500.0,548853.0,13627,Rendah,3.859867760584346,0.041674769884352134,0
ACEH,NONMAKANAN,PERDESAAN,2016,88288.0,2118500.0,559492.0,13627,Rendah,3.7864705840297983,0.041674769884352134,0
ACEH,NONMAKANAN,PERDESAAN,2016,88288.0,2118500.0,1108346.0,13627,Rendah,1.9114067267802655,0.041674769884352134,0
ACEH,NONMAKANAN,PERDESAAN,2016,88288.0,2118500.0,451952.0,13627,Rendah,4.687444684391263,0.041674769884352134,0
ACEH,NONMAKANAN,PERDESAAN,2016,88288.0,2118500.0,356142.0,13627,Rendah,5.94846999230644,0.041674769884352134,0
ACEH,NONMAKANAN,PERDESAAN,2016,88288.0,2118500.0,808094.0,13627,Rendah,2.6216009523644526,0.041674769884352134,0
ACEH,NONMAKANAN,PERDESAAN,2016,90972.0,2118500.0,412251.0,13627,Rendah,5.138859578266638,0.04294170403587444,0
ACEH,NONMAKANAN,PERDESAAN,2016,90972.0,2118500.0,272829.0,13627,Rendah,7.7649370118279215,0.04294170403587444,0
ACEH,NONMAKANAN,PERDESAAN,2016,90972.0,2118500.0,685080.0,13627,Rendah,3.092339580778887,0.04294170403587444,0
ACEH,NONMAKANAN,PERDESAAN,2016,90972.0,2118500.0,548853.0,13627,Rendah,3.859867760584346,0.04294170403587444,0
ACEH,NONMAKANAN,PERDESAAN,2016,90972.0,2118500.0,559492.0,13627,Rendah,3.7864705840297983,0.04294170403587444,0
ACEH,NONMAKANAN,PERDESAAN,2016,90972.0,2118500.0,1108346.0,13627,Rendah,1.9114067267802655,0.04294170403587444,0
ACEH,NONMAKANAN,PERDESAAN,2016,90972.0,2118500.0,451952.0,13627,Rendah,4.687444684391263,0.04294170403587444,0
ACEH,NONMAKANAN,PERDESAAN,2016,90972.0,2118500.0,356142.0,13627,Rendah,5.94846999230644,0.04294170403587444,0
ACEH,NONMAKANAN,PERDESAAN,2016,90972.0,2118500.0,808094.0,13627,Rendah,2.6216009523644526,0.04294170403587444,0
ACEH,MAKANAN,PERKOTAAN,2017,330153.0,2500000.0,494150.0,14809,Sedang,5.059192552868562,0.1320612,1
ACEH,MAKANAN,PERKOTAAN,2017,330153.0,2500000.0,287004.0,14809,Sedang,8.710679990522781,0.1320612,1
ACEH,MAKANAN,PERKOTAAN,2017,330153.0,2500000.0,781155.0,14809,Sedang,3.2003891673227463,0.1320612,1
ACEH,MAKANAN,PERKOTAAN,2017,330153.0,2500000.0,610732.0,14809,Sedang,4.093448517516685,0.1320612,1
ACEH,MAKANAN,PERKOTAAN,2017,330153.0,2500000.0,576134.0,14809,Sedang,4.339268295222986,0.1320612,1
ACEH,MAKANAN,PERKOTAAN,2017,330153.0,2500000.0,1186867.0,14809,Sedang,2.1063859724804885,0.1320612,1
ACEH,MAKANAN,PERKOTAAN,2017,330153.0,2500000.0,529161.0,14809,Sedang,4.724460041461861,0.1320612,1
ACEH,MAKANAN,PERKOTAAN,2017,330153.0,2500000.0,373833.0,14809,Sedang,6.687478098509227,0.1320612,1
ACEH,MAKANAN,PERKOTAAN,2017,330153.0,2500000.0,902994.0,14809,Sedang,2.7685676759756985,0.1320612,1
ACEH,MAKANAN,PERKOTAAN,2017,347811.0,2500000.0,494150.0,14809,Sedang,5.059192552868562,0.1391244,1
ACEH,MAKANAN,PERKOTAAN,2017,347811.0,2500000.0,287004.0,14809,Sedang,8.710679990522781,0.1391244,1
ACEH,MAKANAN,PERKOTAAN,2017,347811.0,2500000.0,781155.0,14809,Sedang,3.2003891673227463,0.1391244,1
ACEH,MAKANAN,PERKOTAAN,2017,347811.0,2500000.0,610732.0,14809,Sedang,4.093448517516685,0.1391244,1
ACEH,MAKANAN,PERKOTAAN,2017,347811.0,2500000.0,576134.0,14809,Sedang,4.339268295222986,0.1391244,1
ACEH,MAKANAN,PERKOTAAN,2017,347811.0,2500000.0,1186867.0,14809,Sedang,2.1063859724804885,0.1391244,1
ACEH,MAKANAN,PERKOTAAN,2017,347811.0,2500000.0,529161.0,14809,Sedang,4.724460041461861,0.1391244,1
ACEH,MAKANAN,PERKOTAAN,2017,347811.0,2500000.0,373833.0,14809,Sedang,6.687478098509227,0.1391244,1
ACEH,MAKANAN,PERKOTAAN,2017,347811.0,2500000.0,902994.0,14809,Sedang,2.7685676759756985,0.1391244,1
ACEH,MAKANAN,PERDESAAN,2017,331267.0,2500000.0,494150.0,14809,Sedang,5.059192552868562,0.1325068,1
ACEH,MAKANAN,PERDESAAN,2017,331267.0,2500000.0,287004.0,14809,Sedang,8.710679990522781,0.1325068,1
ACEH,MAKANAN,PERDESAAN,2017,331267.0,2500000.0,781155.0,14809,Sedang,3.2003891673227463,0.1325068,1
ACEH,MAKANAN,PERDESAAN,2017,331267.0,2500000.0,610732.0,14809,Sedang,4.093448517516685,0.1325068,1
ACEH,MAKANAN,PERDESAAN,2017,331267.0,2500000.0,576134.0,14809,Sedang,4.339268295222986,0.1325068,1
ACEH,MAKANAN,PERDESAAN,2017,331267.0,2500000.0,1186867.0,14809,Sedang,2.1063859724804885,0.1325068,1
ACEH,MAKANAN,PERDESAAN,2017,331267.0,2500000.0,529161.0,14809,Sedang,4.724460041461861,0.1325068,1
ACEH,MAKANAN,PERDESAAN,2017,331267.0,2500000.0,373833.0,14809,Sedang,6.687478098509227,0.1325068,1
ACEH,MAKANAN,PERDESAAN,2017,331267.0,2500000.0,902994.0,14809,Sedang,2.7685676759756985,0.1325068,1
ACEH,MAKANAN,PERDESAAN,2017,346070.0,2500000.0,494150.0,14809,Sedang,5.059192552868562,0.138428,1
ACEH,MAKANAN,PERDESAAN,2017,346070.0,2500000.0,287004.0,14809,Sedang,8.710679990522781,0.138428,1
ACEH,MAKANAN,PERDESAAN,2017,346070.0,2500000.0,781155.0,14809,Sedang,3.2003891673227463,0.138428,1
ACEH,MAKANAN,PERDESAAN,2017,346070.0,2500000.0,610732.0,14809,Sedang,4.093448517516685,0.138428,1
ACEH,MAKANAN,PERDESAAN,2017,346070.0,2500000.0,576134.0,14809,Sedang,4.339268295222986,0.138428,1
ACEH,MAKANAN,PERDESAAN,2017,346070.0,2500000.0,1186867.0,14809,Sedang,2.1063859724804885,0.138428,1
ACEH,MAKANAN,PERDESAAN,2017,346070.0,2500000.0,529161.0,14809,Sedang,4.724460041461861,0.138428,1
ACEH,MAKANAN,PERDESAAN,2017,346070.0,2500000.0,373833.0,14809,Sedang,6.687478098509227,0.138428,1
ACEH,MAKANAN,PERDESAAN,2017,346070.0,2500000.0,902994.0,14809,Sedang,2.7685676759756985,0.138428,1
ACEH,NONMAKANAN,PERKOTAAN,2017,127858.0,2500000.0,494150.0,14809,Rendah,5.059192552868562,0.0511432,0
ACEH,NONMAKANAN,PERKOTAAN,2017,127858.0,2500000.0,287004.0,14809,Rendah,8.710679990522781,0.0511432,0
ACEH,NONMAKANAN,PERKOTAAN,2017,127858.0,2500000.0,781155.0,14809,Rendah,3.2003891673227463,0.0511432,0
ACEH,NONMAKANAN,PERKOTAAN,2017,127858.0,2500000.0,610732.0,14809,Rendah,4.093448517516685,0.0511432,0
ACEH,NONMAKANAN,PERKOTAAN,2017,127858.0,2500000.0,576134.0,14809,Rendah,4.339268295222986,0.0511432,0
ACEH,NONMAKANAN,PERKOTAAN,2017,127858.0,2500000.0,1186867.0,14809,Rendah,2.1063859724804885,0.0511432,0
ACEH,NONMAKANAN,PERKOTAAN,2017,127858.0,2500000.0,529161.0,14809,Rendah,4.724460041461861,0.0511432,0
ACEH,NONMAKANAN,PERKOTAAN,2017,127858.0,2500000.0,373833.0,14809,Rendah,6.687478098509227,0.0511432,0
ACEH,NONMAKANAN,PERKOTAAN,2017,127858.0,2500000.0,902994.0,14809,Rendah,2.7685676759756985,0.0511432,0
ACEH,NONMAKANAN,PERKOTAAN,2017,132061.0,2500000.0,494150.0,14809,Rendah,5.059192552868562,0.0528244,0
ACEH,NONMAKANAN,PERKOTAAN,2017,132061.0,2500000.0,287004.0,14809,Rendah,8.710679990522781,0.0528244,0
ACEH,NONMAKANAN,PERKOTAAN,2017,132061.0,2500000.0,781155.0,14809,Rendah,3.2003891673227463,0.0528244,0
ACEH,NONMAKANAN,PERKOTAAN,2017,132061.0,2500000.0,610732.0,14809,Rendah,4.093448517516685,0.0528244,0
ACEH,NONMAKANAN,PERKOTAAN,2017,132061.0,2500000.0,576134.0,14809,Rendah,4.339268295222986,0.0528244,0
ACEH,NONMAKANAN,PERKOTAAN,2017,132061.0,2500000.0,1186867.0,14809,Rendah,2.1063859724804885,0.0528244,0
ACEH,NONMAKANAN,PERKOTAAN,2017,132061.0,2500000.0,529161.0,14809,Rendah,4.724460041461861,0.0528244,0
ACEH,NONMAKANAN,PERKOTAAN,2017,132061.0,2500000.0,373833.0,14809,Rendah,6.687478098509227,0.0528244,0
ACEH,NONMAKANAN,PERKOTAAN,2017,132061.0,2500000.0,902994.0,14809,Rendah,2.7685676759756985,0.0528244,0
ACEH,NONMAKANAN,PERDESAAN,2017,94463.0,2500000.0,494150.0,14809,Rendah,5.059192552868562,0.0377852,0
ACEH,NONMAKANAN,PERDESAAN,2017,94463.0,2500000.0,287004.0,14809,Rendah,8.710679990522781,0.0377852,0
ACEH,NONMAKANAN,PERDESAAN,2017,94463.0,2500000.0,781155.0,14809,Rendah,3.2003891673227463,0.0377852,0
ACEH,NONMAKANAN,PERDESAAN,2017,94463.0,2500000.0,610732.0,14809,Rendah,4.093448517516685,0.0377852,0
ACEH,NONMAKANAN,PERDESAAN,2017,94463.0,2500000.0,576134.0,14809,Rendah,4.339268295222986,0.0377852,0
ACEH,NONMAKANAN,PERDESAAN,2017,94463.0,2500000.0,1186867.0,14809,Rendah,2.1063859724804885,0.0377852,0
ACEH,NONMAKANAN,PERDESAAN,2017,94463.0,2500000.0,529161.0,14809,Rendah,4.724460041461861,0.0377852,0
ACEH,NONMAKANAN,PERDESAAN,2017,94463.0,2500000.0,373833.0,14809,Rendah,6.687478098509227,0.0377852,0
ACEH,NONMAKANAN,PERDESAAN,2017,94463.0,2500000.0,902994.0,14809,Rendah,2.7685676759756985,0.0377852,0
